Epoch,Loss,Accuracy,F1,Precision,Recall,Sensitivity,Specificity,AUC
0,0.4871725819327615,0.8416149068322981,0.4569983136593592,0.42080745341614906,0.5,0.0,1.0,0.5
1,0.6098304160616614,0.8229813664596274,0.4514480408858603,0.41930379746835444,0.488929889298893,0.0,0.977859778597786,0.488929889298893
